2018-10-08 02:47:13.221 [restartedMain] INFO  com.ant.webPage.WebPageApplication -Starting WebPageApplication on DESKTOP-3HSGT6Q with PID 14692 (D:\Billing\IdeaProjects\cloudComputingPower\webPage\out\production\classes started by 13402 in D:\Billing\IdeaProjects\cloudComputingPower)
2018-10-08 02:47:13.236 [restartedMain] INFO  com.ant.webPage.WebPageApplication -The following profiles are active: dev
2018-10-08 02:47:13.299 [restartedMain] INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext -Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@56df82c3: startup date [Mon Oct 08 02:47:13 CST 2018]; root of context hierarchy
2018-10-08 02:47:14.704 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2018-10-08 02:47:14.766 [restartedMain] INFO  o.s.d.r.c.RepositoryConfigurationDelegate -Multiple Spring Data modules found, entering strict repository configuration mode!
2018-10-08 02:47:15.239 [restartedMain] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker -Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$3fba56a1] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-10-08 02:47:15.801 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer -Tomcat initialized with port(s): 8082 (http)
2018-10-08 02:47:15.848 [restartedMain] INFO  o.a.catalina.core.StandardService -Starting service [Tomcat]
2018-10-08 02:47:15.848 [restartedMain] INFO  o.a.catalina.core.StandardEngine -Starting Servlet Engine: Apache Tomcat/8.5.28
2018-10-08 02:47:15.864 [localhost-startStop-1] INFO  o.a.c.core.AprLifecycleListener -Loaded APR based Apache Tomcat Native library [1.2.16] using APR version [1.6.3].
2018-10-08 02:47:15.864 [localhost-startStop-1] INFO  o.a.c.core.AprLifecycleListener -APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true].
2018-10-08 02:47:15.864 [localhost-startStop-1] INFO  o.a.c.core.AprLifecycleListener -APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
2018-10-08 02:47:16.921 [localhost-startStop-1] INFO  o.a.c.core.AprLifecycleListener -OpenSSL successfully initialized [OpenSSL 1.0.2m  2 Nov 2017]
2018-10-08 02:47:17.035 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] -Initializing Spring embedded WebApplicationContext
2018-10-08 02:47:17.035 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader -Root WebApplicationContext: initialization completed in 3736 ms
2018-10-08 02:47:17.189 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean -Servlet dispatcherServlet mapped to [/]
2018-10-08 02:47:17.204 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'characterEncodingFilter' to: [/*]
2018-10-08 02:47:17.204 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2018-10-08 02:47:17.204 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'httpPutFormContentFilter' to: [/*]
2018-10-08 02:47:17.204 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean -Mapping filter: 'requestContextFilter' to: [/*]
2018-10-08 02:47:17.501 [restartedMain] INFO  c.alibaba.druid.pool.DruidDataSource -{dataSource-1} inited
2018-10-08 02:47:17.767 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Building JPA container EntityManagerFactory for persistence unit 'default'
2018-10-08 02:47:17.798 [restartedMain] INFO  o.h.jpa.internal.util.LogHelper -HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
2018-10-08 02:47:17.907 [restartedMain] INFO  org.hibernate.Version -HHH000412: Hibernate Core {5.2.14.Final}
2018-10-08 02:47:17.907 [restartedMain] INFO  org.hibernate.cfg.Environment -HHH000206: hibernate.properties not found
2018-10-08 02:47:17.952 [restartedMain] INFO  o.h.annotations.common.Version -HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
2018-10-08 02:47:18.140 [restartedMain] INFO  org.hibernate.dialect.Dialect -HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2018-10-08 02:47:18.343 [restartedMain] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean -Initialized JPA EntityManagerFactory for persistence unit 'default'
2018-10-08 02:47:20.780 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter -Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@56df82c3: startup date [Mon Oct 08 02:47:13 CST 2018]; root of context hierarchy
2018-10-08 02:47:20.843 [restartedMain] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration -spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2018-10-08 02:47:20.889 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/bank/add],methods=[POST]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.BankController.add(com.ant.entity.User,java.lang.String,java.lang.String,java.lang.String)
2018-10-08 02:47:20.889 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/bank/update],methods=[POST]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.BankController.update(com.ant.entity.User,java.lang.String,java.lang.String,java.lang.String,java.lang.Integer)
2018-10-08 02:47:20.889 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/bank/find],methods=[POST]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.BankController.find(com.ant.entity.User)
2018-10-08 02:47:20.905 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/btcAddr/add]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.BtcAddrController.add(com.ant.entity.User,java.lang.String)
2018-10-08 02:47:20.905 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/btcAddr/update]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.BtcAddrController.update(com.ant.entity.User,java.lang.String,java.lang.Integer)
2018-10-08 02:47:20.905 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/btcAddr/find],methods=[POST]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.BtcAddrController.find(com.ant.entity.User)
2018-10-08 02:47:20.905 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/cloud/findList],methods=[GET]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.CloudProductController.list()
2018-10-08 02:47:20.905 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/cloud/findOne/{productId}],methods=[GET]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.CloudProductController.info(java.lang.Integer)
2018-10-08 02:47:20.905 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/cloud/findFirst],methods=[POST]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.CloudProductController.findOne()
2018-10-08 02:47:20.905 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/financial/findOne/{productId}],methods=[GET]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.FinancialProductController.info(java.lang.Integer)
2018-10-08 02:47:20.905 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/financial/findList],methods=[GET]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.FinancialProductController.List()
2018-10-08 02:47:20.905 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/financial/findFour],methods=[GET]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.FinancialProductController.findFour()
2018-10-08 02:47:20.905 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/login/register],methods=[POST]}" onto public com.ant.webPage.util.Result com.ant.webPage.controller.LoginController.register(java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2018-10-08 02:47:20.905 [restartedMain] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping -Mapped "{[/login/logout],methods=[GET]}" onto public java.lang.String com.ant.webPage.controller.LoginController.logout()
